,Review URL,Text,Star,Cleaned_Text,Compound Value Vader,Negative,Neutral,Positive
32,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOGwrMLgwz-L4AgGW4Aqq0DKvbqNxG23jtNzf77frMaL8gUdjBRa33Ei7sgpSEAZ1gIsivvlNeR2and3Oqw,Not able to update this application .. pls help..,1,not able to update this application    pls help  ,0.4588,0.0,0.6,0.4
33,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOGDgY93j207UknyFuD1d1xn8UUpbPlCNmCgChvJvwFJSp5xMxUIHZeonC3tmDJTAu1-0YIsHHHW0evewPQ,Won't update,1,won t update,0.5719,0.0,0.351,0.649
34,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOHMRIMC847UXnPw3DH8x5srHaTPC3cWya-w-gdUje59gVzp954NFx4_EtqyMmBwOPvRA2uP9x3A-n6ddSg,So good,1,so good,0.4927,0.0,0.238,0.762
35,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOGdaTp_3NN1grIT45yEvH1vzZYILFhSmsGN49iwexb51Dzz3nHA9UiqV1wO9bSx2GbiCge3NFApKOwYwgg,The app won't update,1,the app won t update,0.5719,0.0,0.519,0.481
36,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOGQuvXugNUnVgPg6ENR_wVDSJb8l1qu8hKNBkIlExobDhnfrCscxt6j1Ea26hbxjSB45WWfJqHmkpy5CBs,It won't let me update this app,1,it won t let me update this app,0.5719,0.0,0.654,0.346
37,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOGKTyGD77p7AV1kKYPS8iAkPzGNCEbV4qr7N2v9NiFVBPD8IoxGLuKBfC37j67-378LhQ4OwSUHdN8MuFQ,Best app ever,1,best app ever,0.6369,0.0,0.323,0.677
38,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOGVe8roVACEhBycWHXZIfeIKWFxAGi9De-Sj5QF2Ix7prOhirDS5PaMqUT8OT58qBX1nEQfs5BLSfzEecY,Good App,1,good app,0.4404,0.0,0.256,0.744
39,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOGeNw2CuRjEo2Acn5XgC_vkeX3NuIZeQiy2neknRf39Vzk6GnAP4UMLhGuv7Rr4UAXfwBU9EwbW9xfwJ5w,Again my chrome won't update.....garbage,1,again my chrome won t update     garbage,0.5719,0.0,0.619,0.381
40,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOHsHFAngt4WnnYxG4yUPGd7O9lR-9JZJ0LoUaBLQe5ZRiemCYEEQQleQ4xvHkPkQ4LIfhn264NNLHgwbf8,Plezz support Android 4.4.4,1,plezz support android      ,0.4019,0.0,0.426,0.574
41,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOHsJx9tx1-9hvSn09pDkOVS_jRcv1NEKHENMNX5ZS1YnPtxkDqmYfoTqxSkH-_xQo44b1XPQBHTRfQOGgg,I can't update this app Plz help,1,i can t update this app plz help,0.4588,0.0,0.6,0.4
42,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOHofodsSc1119u6-sqZz90yRoQHgJriSBnw0a3LuF5mG1s78dyD9VtDHjHWstq0-_loYJp5hDkObg6k4jg,Won't download,1,won t download,0.5719,0.0,0.351,0.649
43,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOGkxS9i6XNfSudwNJ5zWQdp1i_DExy5QO4eXYGhxHEUVcFlNL9LRIV6owM2FNC6R1eJN7QGiKBOY_uYhp4,Won't update.,1,won t update ,0.5719,0.0,0.351,0.649
44,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOHe16fS3lZfwwsVho_iFvVzyxoDKZkLa1Np6j-s64yngjqw6ihVWJAwZc_pGbBV1ywptDj-ahzNgwiMsU8,Google is better,1,google is better,0.4404,0.0,0.408,0.592
45,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOEEMXkcuXIhwEYkAJgkE__CIzaf8KpUSNurth70sJ4isi6feTyDLSbqhAXPwVE06dLSDBw7Ejp3dUMZ0RM,I'm being stalked. HELP,1,i m being stalked  help,0.4019,0.0,0.597,0.403
46,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOHXX9vXjPkhg3sYv56G7nD6DYafRlzQ63DelKnkwk3jiuqNyw1MH3jqQZXk5I4xPoUZ4_T-aT54xyWUQR8,I am unable to update my app Kindly help me in this regard,1,i am unable to update my app kindly help me in this regard,0.7096,0.0,0.651,0.349
47,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOHu0ovIECGH5f01Qijf9EBXr3aT5aXU-et8bzFBhRedVEHXkdr2RQ3t0r8zNvaaSCsRXvmhYNIDtBXJ-hg,Not updating Worst app,1,not updating worst app,0.5096,0.0,0.477,0.523
48,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOFXLXofcm13aSQy1Rlqfrz0xn4Fo977c3jSsTCzJCae8DRwXcKrRkiD1ItFWvE_aC4HRns48LBt-ZRqTz8,Nice app i like this app,1,nice app i like this app,0.6486,0.0,0.43,0.57
49,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOGGEuwUAHFpvqZUux9VyOT7NoccmP1RXmL-hNRBk8ZQqa8c92GturZR81CaX_n56tacgb46DklW4t1-QPE,Not bad,1,not bad,0.431,0.0,0.26,0.74
50,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOEO-SN0GlhmNva4QbUqPBtl7afWw7oABsCyCr7AK5o208mt5HFx4gs6zrmOsm0wTemFQQ5paXseEMH0vyI,Won't update on new phones . Galaxy surplus,1,won t update on new phones   galaxy surplus,0.5719,0.0,0.654,0.346
51,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOFzh6aB5oFYrMg3AHwzvSX6oKbdvdt1HVF_ZtbVmPaqIfiFKHuMHdFh17-WaWH8lA14kwt3pPUkD7TNqpY,I can not update Google Chrome please help me to solve this issue,1,i can not update google chrome please help me to solve this issue,0.7003,0.0,0.595,0.405
52,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOGVJgmzBQththdwNO6tH8yhGss0WYSUkMgRmIO1IwLI7UOTh2Ec38UrAZx73eHwcX1H3uPLy7QRsyjufLA,Won't update,1,won t update,0.5719,0.0,0.351,0.649
53,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOHlm4vo_hh4OetRs4BignKpPaSQvZHiRZvReV5qv44OjhoMUX9uANIn5mK2wjX32fBevptOoKqRI3ZUouE,Won't update,1,won t update,0.5719,0.0,0.351,0.649
